movie,release year,id,genre,director,box_office,runtime(in min),IMDb rating,emotions,emopair,most occuring 5 pairs,top_emotions
Tucker and Dale vs. Evil,2010,dfm29,"Comedy, Horror",Eli Craig,5.5,89,7.5,"['gratitude', 'annoyance', 'neutral', 'curiosity', 'anger', 'surprise', 'annoyance', 'annoyance', 'fear', 'amusement', 'love', 'neutral', 'neutral', 'curiosity', 'excitement', 'annoyance', 'gratitude', 'anger', 'annoyance', 'anger', 'annoyance', 'curiosity', 'gratitude', 'annoyance', 'annoyance', 'approval', 'anger', 'annoyance', 'gratitude', 'anger', 'gratitude', 'annoyance', 'grief', 'love', 'love']","{('gratitude', 'annoyance'): 3, ('annoyance', 'neutral'): 1, ('neutral', 'curiosity'): 2, ('curiosity', 'anger'): 1, ('anger', 'surprise'): 1, ('surprise', 'annoyance'): 1, ('annoyance', 'annoyance'): 2, ('annoyance', 'fear'): 1, ('fear', 'amusement'): 1, ('amusement', 'love'): 1, ('love', 'neutral'): 1, ('neutral', 'neutral'): 1, ('curiosity', 'excitement'): 1, ('excitement', 'annoyance'): 1, ('annoyance', 'gratitude'): 2, ('gratitude', 'anger'): 2, ('anger', 'annoyance'): 3, ('annoyance', 'anger'): 1, ('annoyance', 'curiosity'): 1, ('curiosity', 'gratitude'): 1, ('annoyance', 'approval'): 1, ('approval', 'anger'): 1, ('anger', 'gratitude'): 1, ('annoyance', 'grief'): 1, ('grief', 'love'): 1, ('love', 'love'): 1}","[(('gratitude', 'annoyance'), 3), (('anger', 'annoyance'), 3), (('neutral', 'curiosity'), 2), (('annoyance', 'annoyance'), 2), (('annoyance', 'gratitude'), 2)]","['annoyance', 'gratitude', 'anger', 'neutral', 'curiosity', 'love', 'surprise', 'fear']"
White Bird In A Blizzard,2014,dfm30,"Drama, Mystery, Thriller",Gregg Araki,0.3,91,6.4,"['neutral', 'neutral', 'love', 'neutral', 'neutral', 'caring', 'curiosity', 'neutral', 'neutral', 'grief', 'neutral', 'neutral', 'joy', 'curiosity', 'neutral', 'disgust', 'annoyance', 'caring', 'disapproval', 'gratitude', 'neutral', 'fear', 'gratitude', 'neutral', 'curiosity', 'admiration', 'surprise', 'love', 'neutral', 'neutral', 'anger', 'love', 'neutral', 'gratitude', 'gratitude', 'caring', 'remorse', 'gratitude', 'neutral', 'neutral', 'neutral', 'remorse', 'neutral', 'caring', 'neutral', 'caring', 'sadness', 'gratitude', 'love', 'gratitude', 'neutral']","{('neutral', 'neutral'): 7, ('neutral', 'love'): 1, ('love', 'neutral'): 3, ('neutral', 'caring'): 3, ('caring', 'curiosity'): 1, ('curiosity', 'neutral'): 2, ('neutral', 'grief'): 1, ('grief', 'neutral'): 1, ('neutral', 'joy'): 1, ('joy', 'curiosity'): 1, ('neutral', 'disgust'): 1, ('disgust', 'annoyance'): 1, ('annoyance', 'caring'): 1, ('caring', 'disapproval'): 1, ('disapproval', 'gratitude'): 1, ('gratitude', 'neutral'): 4, ('neutral', 'fear'): 1, ('fear', 'gratitude'): 1, ('neutral', 'curiosity'): 1, ('curiosity', 'admiration'): 1, ('admiration', 'surprise'): 1, ('surprise', 'love'): 1, ('neutral', 'anger'): 1, ('anger', 'love'): 1, ('neutral', 'gratitude'): 1, ('gratitude', 'gratitude'): 1, ('gratitude', 'caring'): 1, ('caring', 'remorse'): 1, ('remorse', 'gratitude'): 1, ('neutral', 'remorse'): 1, ('remorse', 'neutral'): 1, ('caring', 'neutral'): 1, ('caring', 'sadness'): 1, ('sadness', 'gratitude'): 1, ('gratitude', 'love'): 1, ('love', 'gratitude'): 1}","[(('neutral', 'neutral'), 7), (('gratitude', 'neutral'), 4), (('love', 'neutral'), 3), (('neutral', 'caring'), 3), (('curiosity', 'neutral'), 2)]","['neutral', 'gratitude', 'caring', 'love', 'curiosity', 'remorse', 'grief', 'joy']"
Alien vs Predator Requiem AVP2,2007,dfl1,"Action, Adventure, Horror",The Brothers Strause,130.2,94,4.6,"['neutral', 'fear', 'admiration', 'gratitude', 'annoyance', 'annoyance', 'neutral', 'admiration', 'anger', 'annoyance', 'gratitude', 'neutral', 'neutral', 'caring', 'neutral', 'curiosity', 'anger', 'fear', 'confusion', 'fear', 'anger', 'anger', 'caring', 'gratitude', 'anger', 'anger', 'fear', 'fear', 'neutral', 'fear', 'anger', 'fear', 'fear', 'anger']","{('neutral', 'fear'): 2, ('fear', 'admiration'): 1, ('admiration', 'gratitude'): 1, ('gratitude', 'annoyance'): 1, ('annoyance', 'annoyance'): 1, ('annoyance', 'neutral'): 1, ('neutral', 'admiration'): 1, ('admiration', 'anger'): 1, ('anger', 'annoyance'): 1, ('annoyance', 'gratitude'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'curiosity'): 1, ('curiosity', 'anger'): 1, ('anger', 'fear'): 3, ('fear', 'confusion'): 1, ('confusion', 'fear'): 1, ('fear', 'anger'): 3, ('anger', 'anger'): 2, ('anger', 'caring'): 1, ('caring', 'gratitude'): 1, ('gratitude', 'anger'): 1, ('fear', 'fear'): 2, ('fear', 'neutral'): 1}","[(('anger', 'fear'), 3), (('fear', 'anger'), 3), (('neutral', 'fear'), 2), (('anger', 'anger'), 2), (('fear', 'fear'), 2)]","['fear', 'anger', 'neutral', 'gratitude', 'annoyance', 'admiration', 'caring', 'curiosity']"
Basic Instinct 2,2006,dfl2,"Drama, Mystery, Thriller",Michael Caton-Jones,38.6,114,4.4,"['anger', 'annoyance', 'remorse', 'grief', 'disgust', 'admiration', 'gratitude', 'approval', 'neutral', 'neutral', 'neutral', 'neutral', 'gratitude', 'neutral', 'curiosity', 'curiosity', 'anger', 'neutral', 'annoyance', 'curiosity', 'remorse', 'sadness', 'fear', 'anger', 'neutral', 'neutral', 'amusement', 'neutral', 'anger', 'neutral', 'caring', 'anger', 'anger', 'curiosity', 'love']","{('anger', 'annoyance'): 1, ('annoyance', 'remorse'): 1, ('remorse', 'grief'): 1, ('grief', 'disgust'): 1, ('disgust', 'admiration'): 1, ('admiration', 'gratitude'): 1, ('gratitude', 'approval'): 1, ('approval', 'neutral'): 1, ('neutral', 'neutral'): 4, ('neutral', 'gratitude'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'curiosity'): 1, ('curiosity', 'curiosity'): 1, ('curiosity', 'anger'): 1, ('anger', 'neutral'): 3, ('neutral', 'annoyance'): 1, ('annoyance', 'curiosity'): 1, ('curiosity', 'remorse'): 1, ('remorse', 'sadness'): 1, ('sadness', 'fear'): 1, ('fear', 'anger'): 1, ('neutral', 'amusement'): 1, ('amusement', 'neutral'): 1, ('neutral', 'anger'): 1, ('neutral', 'caring'): 1, ('caring', 'anger'): 1, ('anger', 'anger'): 1, ('anger', 'curiosity'): 1, ('curiosity', 'love'): 1}","[(('neutral', 'neutral'), 4), (('anger', 'neutral'), 3), (('anger', 'annoyance'), 1), (('annoyance', 'remorse'), 1), (('remorse', 'grief'), 1)]","['neutral', 'anger', 'curiosity', 'annoyance', 'remorse', 'gratitude', 'grief', 'disgust']"
Beverly Hills Chihuahua,2008,dfl3,"Adventure, Comedy, Drama",Raja Gosnell ,149.3,91,3.9,"['caring', 'admiration', 'admiration', 'love', 'gratitude', 'love', 'curiosity', 'neutral', 'gratitude', 'caring', 'admiration', 'amusement', 'gratitude', 'neutral', 'gratitude', 'neutral', 'fear', 'neutral', 'remorse', 'neutral', 'neutral', 'love', 'remorse', 'gratitude', 'fear', 'gratitude', 'neutral', 'fear', 'gratitude', 'caring', 'caring', 'anger', 'gratitude', 'gratitude', 'surprise', 'neutral']","{('caring', 'admiration'): 2, ('admiration', 'admiration'): 1, ('admiration', 'love'): 1, ('love', 'gratitude'): 1, ('gratitude', 'love'): 1, ('love', 'curiosity'): 1, ('curiosity', 'neutral'): 1, ('neutral', 'gratitude'): 2, ('gratitude', 'caring'): 2, ('admiration', 'amusement'): 1, ('amusement', 'gratitude'): 1, ('gratitude', 'neutral'): 3, ('neutral', 'fear'): 2, ('fear', 'neutral'): 1, ('neutral', 'remorse'): 1, ('remorse', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'love'): 1, ('love', 'remorse'): 1, ('remorse', 'gratitude'): 1, ('gratitude', 'fear'): 1, ('fear', 'gratitude'): 2, ('caring', 'caring'): 1, ('caring', 'anger'): 1, ('anger', 'gratitude'): 1, ('gratitude', 'gratitude'): 1, ('gratitude', 'surprise'): 1, ('surprise', 'neutral'): 1}","[(('gratitude', 'neutral'), 3), (('caring', 'admiration'), 2), (('neutral', 'gratitude'), 2), (('gratitude', 'caring'), 2), (('neutral', 'fear'), 2)]","['gratitude', 'neutral', 'caring', 'admiration', 'love', 'fear', 'remorse', 'curiosity']"
Capone,2020,dfl4,"Biography, Crime, Drama",Josh Trank ,0.8,104,4.7,"['annoyance', 'love', 'caring', 'annoyance', 'annoyance', 'gratitude', 'joy', 'anger', 'anger', 'curiosity', 'gratitude', 'anger', 'curiosity', 'annoyance', 'anger', 'anger', 'grief', 'remorse', 'neutral', 'annoyance', 'caring', 'neutral', 'disgust', 'neutral', 'gratitude', 'remorse', 'gratitude', 'caring', 'gratitude']","{('annoyance', 'love'): 1, ('love', 'caring'): 1, ('caring', 'annoyance'): 1, ('annoyance', 'annoyance'): 1, ('annoyance', 'gratitude'): 1, ('gratitude', 'joy'): 1, ('joy', 'anger'): 1, ('anger', 'anger'): 2, ('anger', 'curiosity'): 2, ('curiosity', 'gratitude'): 1, ('gratitude', 'anger'): 1, ('curiosity', 'annoyance'): 1, ('annoyance', 'anger'): 1, ('anger', 'grief'): 1, ('grief', 'remorse'): 1, ('remorse', 'neutral'): 1, ('neutral', 'annoyance'): 1, ('annoyance', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'disgust'): 1, ('disgust', 'neutral'): 1, ('neutral', 'gratitude'): 1, ('gratitude', 'remorse'): 1, ('remorse', 'gratitude'): 1, ('gratitude', 'caring'): 1, ('caring', 'gratitude'): 1}","[(('anger', 'anger'), 2), (('anger', 'curiosity'), 2), (('annoyance', 'love'), 1), (('love', 'caring'), 1), (('caring', 'annoyance'), 1)]","['annoyance', 'gratitude', 'anger', 'caring', 'neutral', 'curiosity', 'remorse', 'love']"
Cell,2016,dfl5,"Action, Adventure, Horror",Tod Williams,1.0,98,4.4,"['neutral', 'admiration', 'anger', 'anger', 'surprise', 'neutral', 'curiosity', 'neutral', 'sadness', 'fear', 'sadness', 'neutral', 'curiosity', 'approval', 'caring', 'disgust', 'neutral', 'gratitude', 'anger', 'anger', 'anger', 'neutral', 'admiration', 'anger', 'confusion', 'anger', 'caring', 'joy', 'neutral']","{('neutral', 'admiration'): 2, ('admiration', 'anger'): 2, ('anger', 'anger'): 3, ('anger', 'surprise'): 1, ('surprise', 'neutral'): 1, ('neutral', 'curiosity'): 2, ('curiosity', 'neutral'): 1, ('neutral', 'sadness'): 1, ('sadness', 'fear'): 1, ('fear', 'sadness'): 1, ('sadness', 'neutral'): 1, ('curiosity', 'approval'): 1, ('approval', 'caring'): 1, ('caring', 'disgust'): 1, ('disgust', 'neutral'): 1, ('neutral', 'gratitude'): 1, ('gratitude', 'anger'): 1, ('anger', 'neutral'): 1, ('anger', 'confusion'): 1, ('confusion', 'anger'): 1, ('anger', 'caring'): 1, ('caring', 'joy'): 1, ('joy', 'neutral'): 1}","[(('anger', 'anger'), 3), (('neutral', 'admiration'), 2), (('admiration', 'anger'), 2), (('neutral', 'curiosity'), 2), (('anger', 'surprise'), 1)]","['neutral', 'anger', 'admiration', 'curiosity', 'sadness', 'caring', 'surprise', 'fear']"
Cinderella,2021,dfl6,"Comedy, Family, Fantasy",Kay Cannon,,115,4.4,"['neutral', 'gratitude', 'gratitude', 'fear', 'anger', 'anger', 'caring', 'realization', 'neutral', 'admiration', 'curiosity', 'gratitude', 'gratitude', 'admiration', 'disgust', 'caring', 'gratitude', 'annoyance', 'gratitude', 'admiration', 'gratitude', 'remorse', 'love', 'fear', 'caring', 'anger', 'anger', 'gratitude', 'gratitude', 'gratitude']","{('neutral', 'gratitude'): 1, ('gratitude', 'gratitude'): 4, ('gratitude', 'fear'): 1, ('fear', 'anger'): 1, ('anger', 'anger'): 2, ('anger', 'caring'): 1, ('caring', 'realization'): 1, ('realization', 'neutral'): 1, ('neutral', 'admiration'): 1, ('admiration', 'curiosity'): 1, ('curiosity', 'gratitude'): 1, ('gratitude', 'admiration'): 2, ('admiration', 'disgust'): 1, ('disgust', 'caring'): 1, ('caring', 'gratitude'): 1, ('gratitude', 'annoyance'): 1, ('annoyance', 'gratitude'): 1, ('admiration', 'gratitude'): 1, ('gratitude', 'remorse'): 1, ('remorse', 'love'): 1, ('love', 'fear'): 1, ('fear', 'caring'): 1, ('caring', 'anger'): 1, ('anger', 'gratitude'): 1}","[(('gratitude', 'gratitude'), 4), (('anger', 'anger'), 2), (('gratitude', 'admiration'), 2), (('neutral', 'gratitude'), 1), (('gratitude', 'fear'), 1)]","['gratitude', 'anger', 'caring', 'admiration', 'neutral', 'fear', 'realization', 'curiosity']"
Day of the Dead Bloodline,2018,dfl7,"Action, Drama, Horror",Hèctor Hernández Vicens,0.3,90,3.4,"['neutral', 'caring', 'anger', 'gratitude', 'caring', 'sadness', 'gratitude', 'anger', 'neutral', 'anger', 'gratitude', 'caring', 'anger', 'anger', 'neutral', 'anger', 'anger', 'anger', 'fear', 'caring', 'anger', 'caring', 'love']","{('neutral', 'caring'): 1, ('caring', 'anger'): 3, ('anger', 'gratitude'): 2, ('gratitude', 'caring'): 2, ('caring', 'sadness'): 1, ('sadness', 'gratitude'): 1, ('gratitude', 'anger'): 1, ('anger', 'neutral'): 2, ('neutral', 'anger'): 2, ('anger', 'anger'): 3, ('anger', 'fear'): 1, ('fear', 'caring'): 1, ('anger', 'caring'): 1, ('caring', 'love'): 1}","[(('caring', 'anger'), 3), (('anger', 'anger'), 3), (('anger', 'gratitude'), 2), (('gratitude', 'caring'), 2), (('anger', 'neutral'), 2)]","['anger', 'caring', 'neutral', 'gratitude', 'sadness', 'fear', 'love']"
Dragon War: D- War,2007,dfl8,"Action, Drama, Fantasy",Shim Hyung-rae,75.0,90,3.5,"['neutral', 'neutral', 'grief', 'caring', 'caring', 'gratitude', 'fear', 'gratitude', 'admiration', 'gratitude', 'fear', 'caring', 'neutral', 'gratitude', 'neutral', 'gratitude', 'neutral', 'anger', 'love']","{('neutral', 'neutral'): 1, ('neutral', 'grief'): 1, ('grief', 'caring'): 1, ('caring', 'caring'): 1, ('caring', 'gratitude'): 1, ('gratitude', 'fear'): 2, ('fear', 'gratitude'): 1, ('gratitude', 'admiration'): 1, ('admiration', 'gratitude'): 1, ('fear', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'gratitude'): 2, ('gratitude', 'neutral'): 2, ('neutral', 'anger'): 1, ('anger', 'love'): 1}","[(('gratitude', 'fear'), 2), (('neutral', 'gratitude'), 2), (('gratitude', 'neutral'), 2), (('neutral', 'neutral'), 1), (('neutral', 'grief'), 1)]","['neutral', 'gratitude', 'caring', 'fear', 'grief', 'admiration', 'anger', 'love']"
Dungeons And Dragons,2000,dfl9,"Action ,Adventure, Fantasy ",Courtney Solomon,33.8,108,3.6,"['neutral', 'anger', 'confusion', 'neutral', 'neutral', 'amusement', 'disgust', 'caring', 'neutral', 'neutral', 'annoyance', 'gratitude', 'caring', 'admiration', 'neutral', 'sadness', 'caring', 'caring', 'neutral', 'caring', 'neutral', 'surprise', 'sadness', 'caring', 'anger', 'joy', 'gratitude']","{('neutral', 'anger'): 1, ('anger', 'confusion'): 1, ('confusion', 'neutral'): 1, ('neutral', 'neutral'): 2, ('neutral', 'amusement'): 1, ('amusement', 'disgust'): 1, ('disgust', 'caring'): 1, ('caring', 'neutral'): 3, ('neutral', 'annoyance'): 1, ('annoyance', 'gratitude'): 1, ('gratitude', 'caring'): 1, ('caring', 'admiration'): 1, ('admiration', 'neutral'): 1, ('neutral', 'sadness'): 1, ('sadness', 'caring'): 2, ('caring', 'caring'): 1, ('neutral', 'caring'): 1, ('neutral', 'surprise'): 1, ('surprise', 'sadness'): 1, ('caring', 'anger'): 1, ('anger', 'joy'): 1, ('joy', 'gratitude'): 1}","[(('caring', 'neutral'), 3), (('neutral', 'neutral'), 2), (('sadness', 'caring'), 2), (('neutral', 'anger'), 1), (('anger', 'confusion'), 1)]","['neutral', 'caring', 'anger', 'gratitude', 'sadness', 'confusion', 'amusement', 'disgust']"
Escape Plan 2 Hades,2018,dfl10,"Action, Crime, Mystery",Steven C. Miller,17.6,96,3.9,"['anger', 'anger', 'gratitude', 'caring', 'anger', 'neutral', 'neutral', 'anger', 'anger', 'curiosity', 'love', 'gratitude', 'neutral', 'anger', 'neutral', 'caring', 'neutral', 'neutral', 'admiration', 'annoyance']","{('anger', 'anger'): 2, ('anger', 'gratitude'): 1, ('gratitude', 'caring'): 1, ('caring', 'anger'): 1, ('anger', 'neutral'): 2, ('neutral', 'neutral'): 2, ('neutral', 'anger'): 2, ('anger', 'curiosity'): 1, ('curiosity', 'love'): 1, ('love', 'gratitude'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'admiration'): 1, ('admiration', 'annoyance'): 1}","[(('anger', 'anger'), 2), (('anger', 'neutral'), 2), (('neutral', 'neutral'), 2), (('neutral', 'anger'), 2), (('anger', 'gratitude'), 1)]","['anger', 'neutral', 'gratitude', 'caring', 'curiosity', 'love', 'admiration', 'annoyance']"
Fifty Shades of Grey,2015,dfl11,"Drama, Romance, Thriller",Sam Taylor-Johnson,569.7,125,4.2,"['gratitude', 'remorse', 'neutral', 'gratitude', 'curiosity', 'gratitude', 'gratitude', 'curiosity', 'remorse', 'gratitude', 'admiration', 'fear', 'anger', 'neutral', 'gratitude', 'neutral', 'gratitude', 'gratitude', 'admiration', 'neutral', 'anger', 'gratitude', 'admiration', 'gratitude', 'love', 'admiration', 'neutral', 'caring', 'surprise', 'gratitude', 'sadness', 'anger', 'love']","{('gratitude', 'remorse'): 1, ('remorse', 'neutral'): 1, ('neutral', 'gratitude'): 3, ('gratitude', 'curiosity'): 2, ('curiosity', 'gratitude'): 1, ('gratitude', 'gratitude'): 2, ('curiosity', 'remorse'): 1, ('remorse', 'gratitude'): 1, ('gratitude', 'admiration'): 3, ('admiration', 'fear'): 1, ('fear', 'anger'): 1, ('anger', 'neutral'): 1, ('gratitude', 'neutral'): 1, ('admiration', 'neutral'): 2, ('neutral', 'anger'): 1, ('anger', 'gratitude'): 1, ('admiration', 'gratitude'): 1, ('gratitude', 'love'): 1, ('love', 'admiration'): 1, ('neutral', 'caring'): 1, ('caring', 'surprise'): 1, ('surprise', 'gratitude'): 1, ('gratitude', 'sadness'): 1, ('sadness', 'anger'): 1, ('anger', 'love'): 1}","[(('neutral', 'gratitude'), 3), (('gratitude', 'admiration'), 3), (('gratitude', 'curiosity'), 2), (('gratitude', 'gratitude'), 2), (('admiration', 'neutral'), 2)]","['gratitude', 'neutral', 'admiration', 'anger', 'remorse', 'curiosity', 'love', 'fear']"
Ghost Rider Spirit of Vengeance,2011,dfl12,"Action, Adventure, Fantasy",Neveldine,132.6,95,4.2,"['amusement', 'caring', 'caring', 'curiosity', 'anger', 'amusement', 'caring', 'neutral', 'neutral', 'neutral', 'admiration', 'caring', 'remorse', 'annoyance', 'caring', 'curiosity', 'anger', 'neutral', 'gratitude', 'amusement', 'caring', 'disgust', 'anger']","{('amusement', 'caring'): 3, ('caring', 'caring'): 1, ('caring', 'curiosity'): 2, ('curiosity', 'anger'): 2, ('anger', 'amusement'): 1, ('caring', 'neutral'): 1, ('neutral', 'neutral'): 2, ('neutral', 'admiration'): 1, ('admiration', 'caring'): 1, ('caring', 'remorse'): 1, ('remorse', 'annoyance'): 1, ('annoyance', 'caring'): 1, ('anger', 'neutral'): 1, ('neutral', 'gratitude'): 1, ('gratitude', 'amusement'): 1, ('caring', 'disgust'): 1, ('disgust', 'anger'): 1}","[(('amusement', 'caring'), 3), (('caring', 'curiosity'), 2), (('curiosity', 'anger'), 2), (('neutral', 'neutral'), 2), (('caring', 'caring'), 1)]","['caring', 'neutral', 'amusement', 'anger', 'curiosity', 'admiration', 'remorse', 'annoyance']"
Gotti,2018,dfl13,"Biography, Crime, Drama",Kevin Connolly,6.4,110,4.8,"['anger', 'anger', 'anger', 'love', 'neutral', 'anger', 'anger', 'neutral', 'anger', 'anger', 'caring', 'annoyance', 'love', 'annoyance', 'anger', 'annoyance', 'anger', 'anger', 'gratitude', 'anger', 'anger', 'anger', 'neutral', 'neutral', 'fear', 'neutral', 'neutral', 'anger', 'gratitude', 'anger', 'anger', 'gratitude', 'neutral', 'admiration', 'neutral', 'neutral', 'anger', 'anger', 'grief', 'admiration', 'annoyance', 'neutral', 'neutral', 'sadness', 'fear', 'confusion']","{('anger', 'anger'): 9, ('anger', 'love'): 1, ('love', 'neutral'): 1, ('neutral', 'anger'): 4, ('anger', 'neutral'): 2, ('anger', 'caring'): 1, ('caring', 'annoyance'): 1, ('annoyance', 'love'): 1, ('love', 'annoyance'): 1, ('annoyance', 'anger'): 2, ('anger', 'annoyance'): 1, ('anger', 'gratitude'): 3, ('gratitude', 'anger'): 2, ('neutral', 'neutral'): 4, ('neutral', 'fear'): 1, ('fear', 'neutral'): 1, ('gratitude', 'neutral'): 1, ('neutral', 'admiration'): 1, ('admiration', 'neutral'): 1, ('anger', 'grief'): 1, ('grief', 'admiration'): 1, ('admiration', 'annoyance'): 1, ('annoyance', 'neutral'): 1, ('neutral', 'sadness'): 1, ('sadness', 'fear'): 1, ('fear', 'confusion'): 1}","[(('anger', 'anger'), 9), (('neutral', 'anger'), 4), (('neutral', 'neutral'), 4), (('anger', 'gratitude'), 3), (('anger', 'neutral'), 2)]","['anger', 'neutral', 'annoyance', 'gratitude', 'love', 'fear', 'admiration', 'caring']"
Gullivers Travels,2010,dfl14,"Adventure, Comedy, Family",Rob Letterman,237.4,85,4.9,"['gratitude', 'gratitude', 'annoyance', 'admiration', 'neutral', 'fear', 'caring', 'annoyance', 'caring', 'gratitude', 'admiration', 'admiration', 'gratitude', 'neutral', 'admiration', 'gratitude', 'sadness', 'gratitude', 'admiration', 'neutral', 'confusion', 'neutral', 'love', 'sadness', 'fear', 'caring', 'love', 'admiration', 'curiosity']","{('gratitude', 'gratitude'): 1, ('gratitude', 'annoyance'): 1, ('annoyance', 'admiration'): 1, ('admiration', 'neutral'): 2, ('neutral', 'fear'): 1, ('fear', 'caring'): 2, ('caring', 'annoyance'): 1, ('annoyance', 'caring'): 1, ('caring', 'gratitude'): 1, ('gratitude', 'admiration'): 2, ('admiration', 'admiration'): 1, ('admiration', 'gratitude'): 2, ('gratitude', 'neutral'): 1, ('neutral', 'admiration'): 1, ('gratitude', 'sadness'): 1, ('sadness', 'gratitude'): 1, ('neutral', 'confusion'): 1, ('confusion', 'neutral'): 1, ('neutral', 'love'): 1, ('love', 'sadness'): 1, ('sadness', 'fear'): 1, ('caring', 'love'): 1, ('love', 'admiration'): 1, ('admiration', 'curiosity'): 1}","[(('admiration', 'neutral'), 2), (('fear', 'caring'), 2), (('gratitude', 'admiration'), 2), (('admiration', 'gratitude'), 2), (('gratitude', 'gratitude'), 1)]","['gratitude', 'admiration', 'neutral', 'caring', 'annoyance', 'fear', 'sadness', 'love']"
Home Alone 3,1997,dfl15,"Action, Comedy, Crime",Raja Gosnell ,79.1,102,4.5,"['gratitude', 'gratitude', 'gratitude', 'nervousness', 'remorse', 'caring', 'anger', 'fear', 'gratitude', 'anger', 'gratitude', 'remorse', 'neutral', 'neutral', 'neutral', 'neutral', 'remorse', 'neutral', 'neutral', 'neutral', 'gratitude', 'neutral', 'amusement', 'neutral', 'neutral', 'fear', 'anger', 'caring', 'neutral', 'neutral', 'neutral', 'gratitude', 'gratitude', 'amusement', 'neutral']","{('gratitude', 'gratitude'): 3, ('gratitude', 'nervousness'): 1, ('nervousness', 'remorse'): 1, ('remorse', 'caring'): 1, ('caring', 'anger'): 1, ('anger', 'fear'): 1, ('fear', 'gratitude'): 1, ('gratitude', 'anger'): 1, ('anger', 'gratitude'): 1, ('gratitude', 'remorse'): 1, ('remorse', 'neutral'): 2, ('neutral', 'neutral'): 8, ('neutral', 'remorse'): 1, ('neutral', 'gratitude'): 2, ('gratitude', 'neutral'): 1, ('neutral', 'amusement'): 1, ('amusement', 'neutral'): 2, ('neutral', 'fear'): 1, ('fear', 'anger'): 1, ('anger', 'caring'): 1, ('caring', 'neutral'): 1, ('gratitude', 'amusement'): 1}","[(('neutral', 'neutral'), 8), (('gratitude', 'gratitude'), 3), (('remorse', 'neutral'), 2), (('neutral', 'gratitude'), 2), (('amusement', 'neutral'), 2)]","['neutral', 'gratitude', 'remorse', 'anger', 'caring', 'fear', 'amusement', 'nervousness']"
I Know Who Killed Me,2007,dfl16,"Horror, Mystery, Thriller",Chris Sivertson,9.7,106,3.6,"['remorse', 'gratitude', 'sadness', 'curiosity', 'anger', 'neutral', 'neutral', 'anger', 'anger', 'anger', 'anger', 'anger', 'gratitude', 'anger', 'caring', 'neutral', 'sadness', 'fear', 'sadness', 'anger']","{('remorse', 'gratitude'): 1, ('gratitude', 'sadness'): 1, ('sadness', 'curiosity'): 1, ('curiosity', 'anger'): 1, ('anger', 'neutral'): 1, ('neutral', 'neutral'): 1, ('neutral', 'anger'): 1, ('anger', 'anger'): 4, ('anger', 'gratitude'): 1, ('gratitude', 'anger'): 1, ('anger', 'caring'): 1, ('caring', 'neutral'): 1, ('neutral', 'sadness'): 1, ('sadness', 'fear'): 1, ('fear', 'sadness'): 1, ('sadness', 'anger'): 1}","[(('anger', 'anger'), 4), (('remorse', 'gratitude'), 1), (('gratitude', 'sadness'), 1), (('sadness', 'curiosity'), 1), (('curiosity', 'anger'), 1)]","['anger', 'sadness', 'neutral', 'gratitude', 'remorse', 'curiosity', 'caring', 'fear']"
